timestamp,PS_P-001,PE_P-001,T_P-001,H_P-001,PS_P-002,PE_P-002,T_P-002,H_P-002,PS_P-003,PE_P-003,T_P-003,H_P-003,PS_P-004,PE_P-004,T_P-004,H_P-004,PS_P-005,PE_P-005,T_P-005,H_P-005,PS_P-006,PE_P-006,T_P-006,H_P-006,PS_P-007,PE_P-007,T_P-007,H_P-007,PS_P-008,PE_P-008,T_P-008,H_P-008,PS_P-009,PE_P-009,T_P-009,H_P-009,PS_P-010,PE_P-010,T_P-010,H_P-010
2026-02-03 12:56:00,124.97,120.72,24.69,42.42,124.95,120.93,24.21,40.46,126.04,123.54,25.46,41.91,120.49,119.16,23.5,40.07,125.78,123.28,23.75,42.24,123.69,122.16,26.03,41.43,123.56,119.48,23.88,40.51,124.21,126.34,23.6,41.32,121.08,120.01,24.68,40.61,118.27,117.5,24.41,41.86
2026-02-03 12:57:00,124.84,120.45,24.39,44.4,126.59,125.02,25.09,40.0,124.89,121.87,24.34,40.72,124.61,122.97,24.0,40.21,120.42,119.52,23.32,38.0,123.81,124.63,24.12,41.02,123.32,122.33,24.38,40.22,121.39,124.68,24.99,41.55,119.52,117.2,23.81,41.55,120.48,120.02,24.27,41.45
2026-02-03 12:58:00,124.06,120.49,25.11,40.29,128.03,126.61,24.08,39.08,125.93,125.42,25.24,41.27,124.71,121.71,25.94,41.18,124.06,124.33,24.9,39.29,121.97,119.69,24.72,42.54,123.43,118.65,22.7,39.48,120.35,116.78,24.99,40.45,121.18,119.19,24.2,41.29,119.97,119.07,23.99,42.85
2026-02-03 12:59:00,127.05,125.1,25.6,42.69,125.6,125.81,22.92,39.92,122.31,122.26,24.49,41.93,124.4,126.52,25.12,41.71,126.86,125.82,24.79,44.38,122.62,121.66,24.11,41.6,123.83,122.02,24.63,41.48,116.21,114.65,24.28,40.95,124.1,125.39,25.22,42.27,120.32,122.56,24.5,39.95
2026-02-03 13:00:00,121.26,117.83,23.93,39.11,126.1,123.78,23.86,39.31,127.75,124.11,22.95,41.1,123.15,121.96,24.43,40.77,121.07,117.85,24.71,42.06,120.95,119.03,25.46,42.07,125.51,122.19,23.37,40.96,124.87,124.19,26.12,43.42,119.89,117.14,24.16,41.41,119.75,119.23,25.19,41.19
2026-02-03 13:01:00,126.29,125.06,24.81,40.25,123.29,119.91,23.53,40.28,122.15,121.08,24.8,43.01,125.19,125.5,24.1,42.25,121.52,120.84,24.93,41.54,123.25,120.48,24.1,41.36,120.96,116.94,24.13,42.0,121.94,120.22,25.73,41.55,118.87,118.94,24.32,41.63,118.58,117.0,24.94,41.98
2026-02-03 13:02:00,124.03,123.99,24.77,40.95,125.39,123.59,23.95,42.62,124.97,121.2,24.82,41.63,124.12,123.17,24.41,44.47,123.4,119.2,24.51,42.5,123.06,120.27,25.71,37.69,121.73,120.68,23.22,42.71,120.41,121.26,25.12,41.27,122.46,120.76,24.91,42.1,122.92,122.6,24.0,41.45
2026-02-03 13:03:00,128.54,127.76,22.57,40.59,127.97,127.84,25.52,40.57,124.73,124.42,23.28,41.31,128.04,122.42,25.49,40.86,122.66,121.35,24.44,41.04,121.03,117.32,24.54,42.26,122.43,121.39,24.49,39.65,119.12,117.51,23.42,38.99,121.65,120.9,24.22,42.0,122.33,120.93,24.49,41.51
2026-02-03 13:04:00,127.41,126.5,24.79,41.92,122.86,119.1,24.41,40.88,126.76,124.03,24.17,41.86,124.41,125.57,25.87,40.67,123.44,121.83,24.18,41.72,119.86,120.0,24.41,42.17,123.38,121.63,23.73,41.77,123.24,122.24,24.74,40.23,120.78,118.99,24.83,40.79,120.11,118.06,24.69,42.28
2026-02-03 13:05:00,125.92,122.69,25.14,41.22,124.27,125.15,25.34,40.0,125.96,125.62,23.96,40.92,124.8,124.4,23.54,42.5,121.36,118.05,24.49,41.87,123.29,122.52,25.4,42.01,122.33,123.18,24.34,41.89,120.45,119.08,24.5,41.1,119.82,120.39,25.57,43.56,119.37,116.24,24.63,42.47
2026-02-03 13:06:00,127.6,126.49,24.44,41.26,124.76,121.88,24.41,42.07,123.56,122.63,24.9,42.16,125.06,123.02,24.51,39.38,121.63,122.07,25.33,40.77,120.32,119.24,24.73,41.21,122.42,120.73,24.51,41.51,124.16,124.33,24.55,42.48,119.57,115.7,24.51,41.35,117.56,115.36,24.7,42.85
2026-02-03 13:07:00,127.37,126.36,24.52,40.92,129.46,128.84,24.3,41.49,120.61,119.78,25.66,40.37,124.99,121.78,24.63,40.7,121.57,122.23,24.1,39.76,123.88,121.17,23.79,42.53,122.3,119.75,24.53,42.28,122.74,118.99,24.92,42.04,120.51,120.35,24.8,41.01,119.51,115.81,24.12,40.92
2026-02-03 13:08:00,126.98,126.54,22.36,41.95,125.51,126.76,24.92,42.33,128.07,123.6,23.51,39.85,124.43,124.41,23.76,43.32,128.12,127.31,24.21,40.85,123.97,124.04,25.64,39.24,124.83,124.47,23.81,41.98,120.13,118.52,24.4,42.08,125.18,123.06,24.35,41.91,119.57,119.32,23.26,41.39
2026-02-03 13:09:00,124.29,120.67,25.61,40.45,127.23,125.94,24.28,41.3,122.45,121.6,24.54,40.33,125.75,125.11,22.85,39.8,126.46,125.32,25.09,40.55,122.89,121.29,23.49,39.19,123.46,118.35,23.98,41.35,123.87,122.85,23.85,42.07,122.28,122.75,24.83,40.68,119.6,114.99,24.95,42.91
2026-02-03 13:10:00,124.67,122.02,24.28,42.42,125.93,125.67,25.21,41.1,123.01,120.84,24.44,38.79,122.38,118.41,24.66,42.3,120.29,116.23,24.96,39.49,122.49,126.04,23.69,38.96,117.04,114.81,25.23,40.44,123.76,120.43,24.62,41.9,117.95,115.08,23.46,41.68,119.69,119.37,24.4,42.45
2026-02-03 13:11:00,125.08,126.07,25.29,41.51,125.09,124.62,24.52,38.59,121.68,121.62,25.44,42.34,124.09,121.98,24.36,42.98,122.85,119.57,24.42,41.59,125.15,123.36,24.46,45.2,123.81,118.67,25.37,42.31,120.16,116.75,23.85,40.55,121.97,119.35,25.17,42.51,119.6,118.93,24.23,40.52
2026-02-03 13:12:00,128.37,126.83,22.79,40.6,124.85,122.52,23.51,41.07,126.42,125.04,24.89,41.65,120.8,121.81,25.01,40.7,124.78,126.18,24.06,40.53,121.52,120.56,24.58,41.93,123.71,124.94,24.29,42.48,120.28,119.99,24.81,41.43,121.24,118.27,25.72,43.08,121.37,119.6,23.65,42.2
2026-02-03 13:13:00,125.66,119.95,24.65,41.31,126.57,128.02,24.88,39.17,125.27,121.72,24.41,42.92,123.25,123.82,25.14,40.85,124.45,121.72,22.95,38.76,121.09,116.92,23.98,41.76,121.9,117.94,25.18,39.74,119.68,120.12,25.58,41.62,120.49,118.99,23.99,42.51,121.62,120.09,25.91,40.57
2026-02-03 13:14:00,127.02,123.54,24.48,42.73,125.0,125.66,23.99,42.1,125.62,128.65,25.3,40.76,124.15,124.88,25.03,42.23,124.73,122.99,24.19,40.81,122.32,121.01,23.3,41.04,120.21,120.16,22.97,43.56,121.46,124.34,25.06,36.52,121.66,121.16,25.13,44.49,118.27,118.91,24.97,41.91
2026-02-03 13:15:00,127.97,123.59,24.03,41.28,127.93,127.05,23.23,40.16,124.8,120.58,24.87,41.55,125.28,124.42,24.73,39.38,123.75,120.97,23.84,42.12,124.14,123.84,25.24,40.85,123.88,125.83,24.31,41.83,122.97,122.66,23.73,42.22,121.4,119.49,24.4,39.38,120.16,118.79,24.08,40.04
2026-02-03 13:16:00,125.48,120.72,24.92,40.49,125.13,123.59,25.79,41.76,123.29,120.37,24.53,42.18,125.63,120.93,25.56,41.66,123.8,122.15,24.79,40.06,124.5,122.6,23.84,40.98,120.25,117.9,24.82,41.58,122.64,120.86,24.6,41.17,121.14,121.01,24.18,43.12,120.66,120.74,25.32,41.0
2026-02-03 13:17:00,125.37,129.27,24.19,42.25,129.1,127.76,23.24,41.94,123.24,120.55,24.5,43.09,121.62,120.19,25.4,41.41,124.08,123.55,24.45,41.76,121.04,121.03,23.53,41.03,120.44,119.49,25.25,42.96,122.34,121.23,25.51,42.9,121.9,120.53,24.8,43.34,121.34,120.93,26.68,40.37
2026-02-03 13:18:00,123.04,120.42,23.51,40.97,126.19,122.11,24.93,42.06,122.47,122.26,24.6,42.64,120.54,122.04,24.1,41.55,123.27,122.2,25.03,41.04,122.46,121.24,23.68,41.87,116.78,116.27,24.35,42.16,122.03,122.68,25.71,39.16,119.16,115.94,24.13,40.33,123.23,121.78,25.97,41.65
2026-02-03 13:19:00,124.98,122.48,25.91,42.03,123.59,121.32,24.2,41.81,123.15,123.64,24.58,41.13,122.4,122.43,23.88,41.92,121.5,118.79,23.96,39.31,120.36,119.07,23.71,38.23,123.97,122.8,24.41,42.47,120.81,117.19,24.78,41.24,119.3,118.75,24.75,40.96,120.31,116.43,24.99,39.27
2026-02-03 13:20:00,127.15,126.55,25.43,41.14,124.73,123.88,24.17,40.25,125.14,122.77,23.53,40.69,123.33,122.53,25.53,41.31,122.7,118.9,24.01,39.6,121.83,120.9,24.4,41.7,120.97,120.07,23.57,40.9,123.28,120.19,25.73,40.53,120.36,120.44,24.4,42.63,122.09,121.7,24.56,42.52
2026-02-03 13:21:00,124.62,124.9,23.45,40.23,125.63,125.12,24.76,41.6,127.31,126.46,24.16,41.03,123.83,123.6,25.11,40.41,120.59,116.14,24.47,41.59,124.33,123.12,24.29,38.93,119.44,117.34,23.78,41.19,123.84,120.99,25.58,41.26,120.95,117.37,24.66,41.12,117.76,117.11,24.41,40.69
2026-02-03 13:22:00,125.33,125.35,24.05,42.9,126.28,129.51,23.72,41.95,122.59,121.75,24.57,38.18,124.0,119.28,25.06,40.17,120.56,117.96,26.22,40.51,122.51,118.87,23.53,40.93,120.05,119.55,23.88,40.31,122.78,120.18,25.65,44.01,121.56,121.07,24.29,42.55,118.33,117.13,23.98,40.59
2026-02-03 13:23:00,123.08,122.85,25.36,38.76,126.56,125.1,23.57,42.23,127.76,126.81,23.9,42.75,121.18,121.64,23.09,40.27,124.23,122.89,24.67,41.64,121.15,120.36,23.61,40.26,124.27,123.73,22.94,40.86,119.82,119.48,25.23,42.81,120.09,119.02,24.08,40.67,120.71,118.77,24.36,43.05
2026-02-03 13:24:00,122.89,124.71,23.74,41.23,126.63,122.59,24.66,42.1,125.67,121.68,25.21,41.64,124.79,120.35,26.5,42.21,122.87,120.27,24.59,40.59,123.71,122.12,23.28,42.72,121.82,121.51,24.54,41.03,122.21,121.09,23.47,39.62,119.14,119.01,24.52,43.84,121.32,118.56,24.3,42.12
2026-02-03 13:25:00,126.6,124.3,23.95,40.72,124.7,123.93,24.31,43.26,126.05,125.27,21.99,40.47,125.97,124.34,25.35,41.67,124.95,122.3,24.09,42.1,123.53,121.34,25.11,39.64,120.46,119.5,24.57,41.35,120.1,118.41,24.17,42.68,120.65,117.74,23.43,42.07,121.54,118.11,24.2,41.81
2026-02-03 13:26:00,128.75,129.83,24.45,39.96,127.61,127.35,23.57,40.36,125.12,123.75,23.54,40.51,122.08,122.95,23.64,41.29,121.26,120.17,24.94,41.23,122.88,121.77,24.05,41.65,122.4,119.73,25.69,38.84,119.5,117.97,25.21,40.94,120.6,122.51,24.11,41.55,117.39,116.37,23.76,40.57
2026-02-03 13:27:00,127.56,125.81,26.05,42.86,127.92,127.92,24.27,41.08,124.16,123.6,25.17,42.71,122.19,121.28,24.66,41.88,122.51,119.31,24.79,41.8,125.97,124.42,25.0,39.1,120.15,115.43,24.76,43.27,121.84,122.67,25.32,40.08,123.02,119.18,24.13,41.66,119.16,116.0,24.37,40.31
2026-02-03 13:28:00,128.3,127.78,22.12,42.24,125.71,126.09,25.34,41.07,122.91,120.75,23.57,38.93,126.64,127.73,23.87,42.4,124.94,123.86,23.26,42.13,123.34,124.55,24.45,41.63,118.17,114.61,24.49,40.39,123.17,120.75,25.26,40.67,120.5,120.59,24.82,40.76,118.91,118.07,22.57,41.22
2026-02-03 13:29:00,124.86,123.13,25.96,39.46,128.04,124.55,26.1,41.62,125.51,125.55,24.95,40.42,122.65,121.41,24.07,42.22,123.72,121.13,25.34,39.19,122.32,119.78,24.51,38.99,118.29,118.6,24.29,40.07,123.66,124.7,24.75,42.91,119.49,118.09,23.8,41.28,119.06,119.07,24.8,42.39
2026-02-03 13:30:00,123.55,121.34,24.37,42.59,127.55,126.46,24.48,40.32,123.01,122.99,24.52,40.79,124.65,121.26,24.11,42.2,121.32,119.79,25.01,40.83,123.59,121.71,24.76,42.21,124.76,124.42,25.82,40.94,119.88,117.6,23.51,41.74,119.78,115.3,24.58,39.93,118.54,113.74,24.35,41.57
2026-02-03 13:31:00,127.87,128.74,23.61,41.56,125.08,122.85,25.44,42.83,123.15,120.51,24.7,39.74,126.71,125.16,23.87,41.82,122.84,119.96,25.44,39.65,121.06,117.65,24.48,41.78,119.96,119.01,24.47,41.12,120.51,118.83,23.87,41.24,124.11,122.21,23.65,43.24,121.42,119.39,24.33,42.2
2026-02-03 13:32:00,127.04,126.51,23.8,39.79,125.75,122.09,25.72,41.86,124.13,123.7,25.27,39.66,125.18,124.08,24.37,40.46,123.36,120.4,23.74,42.71,120.92,120.79,25.1,40.8,124.99,123.04,24.52,40.43,123.21,121.19,24.45,44.89,121.23,122.68,23.43,41.98,122.83,120.62,24.55,42.44
2026-02-03 13:33:00,126.59,125.88,23.28,41.55,126.96,124.06,24.37,42.78,126.6,124.55,23.82,40.91,124.27,121.29,24.91,39.16,123.49,125.98,25.47,41.74,115.77,114.49,23.07,40.58,120.08,117.86,24.91,39.94,117.51,117.38,26.49,41.03,119.09,116.82,25.99,41.22,117.91,117.44,25.22,40.14
2026-02-03 13:34:00,125.62,123.53,23.41,41.73,125.41,124.35,25.79,41.37,125.91,126.36,24.93,43.17,123.62,119.68,24.3,40.78,124.51,123.31,24.85,41.68,122.47,123.12,26.11,38.87,121.85,118.25,23.55,40.7,122.82,122.74,24.42,44.16,120.44,118.18,24.32,43.4,119.87,119.8,23.41,40.99
2026-02-03 13:35:00,125.64,127.73,25.83,39.58,122.74,124.87,24.3,41.19,126.78,123.66,25.55,41.79,125.99,124.71,23.88,40.75,122.73,121.37,25.26,41.73,127.27,124.46,24.6,39.93,124.28,122.79,24.77,42.15,122.82,122.93,25.07,39.68,120.78,120.99,25.2,43.02,122.15,121.09,25.54,40.24
2026-02-03 13:36:00,125.01,124.63,25.29,39.97,123.35,119.06,23.12,39.95,125.68,123.29,25.5,40.2,121.99,118.69,26.01,40.42,121.91,125.08,24.02,41.07,124.4,122.23,25.04,42.13,123.38,123.06,24.54,40.47,120.59,117.73,23.78,41.25,118.83,117.6,23.67,39.65,120.27,118.71,24.49,42.65
2026-02-03 13:37:00,123.92,125.93,24.34,41.0,125.65,126.93,23.83,40.37,127.24,125.5,24.09,41.47,120.22,115.87,25.13,43.41,119.21,113.92,23.71,40.49,118.86,118.06,24.93,41.49,118.87,116.55,24.15,38.74,120.53,118.03,23.71,42.3,122.57,120.52,26.19,41.62,120.95,121.3,24.58,38.96
2026-02-03 13:38:00,125.99,124.47,25.02,41.26,127.24,126.26,25.29,41.36,124.68,124.5,25.12,41.67,124.12,121.55,25.05,40.44,123.28,121.35,24.46,40.61,124.26,121.71,23.55,41.03,120.32,116.79,24.75,42.07,119.16,116.64,23.18,40.21,121.44,122.8,25.03,40.67,121.89,119.3,24.86,39.4
2026-02-03 13:39:00,125.83,126.28,24.06,40.01,123.41,120.65,25.41,40.18,125.76,123.04,25.89,39.8,126.43,130.11,24.17,40.94,121.71,122.97,24.54,41.7,122.94,119.16,25.35,41.09,118.89,118.22,25.38,42.17,123.32,124.23,24.82,40.56,122.29,119.85,24.51,41.8,119.01,117.64,24.86,40.8
2026-02-03 13:40:00,124.49,122.27,25.64,41.4,128.7,128.81,24.09,40.72,123.59,123.13,24.09,41.29,126.57,124.57,25.39,39.25,122.72,121.07,24.61,40.04,123.05,123.32,24.48,42.42,123.29,124.4,25.92,40.28,122.52,123.62,24.28,43.05,119.91,113.96,24.19,41.25,122.32,117.88,23.16,42.78
2026-02-03 13:41:00,124.71,126.58,24.99,41.15,127.05,124.9,25.44,42.2,121.73,120.18,25.29,40.68,125.29,124.02,24.2,40.92,121.55,120.4,23.62,42.5,120.69,117.76,24.97,39.29,124.49,121.82,25.05,40.9,118.64,115.82,23.15,40.29,120.18,118.93,26.14,41.09,122.36,117.69,23.77,40.19
2026-02-03 13:42:00,127.5,124.64,25.45,41.3,127.75,122.61,24.44,38.84,124.32,123.66,23.28,39.29,124.44,124.1,24.54,41.32,127.24,126.46,24.95,42.21,123.0,123.14,25.11,40.4,122.66,119.7,24.11,41.33,123.7,123.28,24.49,40.37,122.64,118.85,24.74,39.93,120.0,118.9,26.33,39.11
2026-02-03 13:43:00,127.48,124.05,24.12,39.48,122.28,119.44,24.98,40.05,124.43,120.14,24.74,39.92,122.28,117.45,24.63,41.9,123.9,123.77,24.41,41.92,123.54,120.85,23.6,40.62,118.3,115.39,24.07,41.0,120.04,117.39,24.92,39.77,122.59,123.25,24.37,40.76,118.76,117.41,24.45,42.02
2026-02-03 13:44:00,124.88,125.05,25.32,42.22,126.97,126.39,24.18,41.64,124.96,124.63,24.11,40.64,122.37,121.63,24.6,38.47,124.1,124.22,24.12,44.08,123.29,122.71,24.75,40.17,119.74,118.01,25.86,42.17,121.48,118.45,24.11,39.79,124.17,122.41,24.0,39.42,119.02,117.61,24.19,44.43
2026-02-03 13:45:00,125.0,124.11,25.64,42.28,124.42,121.36,23.18,41.76,128.8,127.32,23.33,40.38,122.8,121.48,24.51,41.16,121.31,116.3,24.59,40.64,124.49,119.9,25.06,40.8,121.44,123.18,24.59,40.16,121.56,117.91,25.62,41.07,122.93,116.79,24.78,41.28,117.06,115.86,24.91,38.54
2026-02-03 13:46:00,128.88,126.6,23.94,41.32,126.93,121.54,25.63,41.99,125.06,123.24,24.98,43.63,124.46,125.34,26.25,40.97,121.84,120.03,24.54,40.93,125.98,127.56,23.61,40.33,120.36,119.08,25.04,40.2,123.47,119.15,26.14,40.77,120.09,116.78,25.39,41.89,118.78,117.77,24.71,40.8
2026-02-03 13:47:00,125.48,121.16,24.06,41.75,124.66,121.27,24.57,41.41,124.12,124.13,25.41,42.48,123.6,123.7,23.66,41.07,123.81,122.69,24.46,39.55,120.73,119.2,24.18,41.14,120.64,117.83,24.81,41.89,122.71,119.32,23.43,40.3,121.55,120.85,24.59,41.46,125.74,124.77,24.72,40.81
2026-02-03 13:48:00,124.45,118.49,24.36,41.34,131.98,129.03,23.59,42.19,123.79,121.07,24.15,41.36,126.46,124.59,25.4,41.33,124.71,120.66,25.11,43.41,125.06,122.03,24.57,41.76,125.05,121.63,23.17,43.79,123.87,125.96,23.98,39.67,120.59,118.24,25.27,42.47,117.3,114.35,25.21,41.68
2026-02-03 13:49:00,127.18,126.42,24.11,42.84,123.95,120.53,25.51,42.64,125.62,123.03,24.16,41.09,124.85,123.04,25.03,42.36,123.44,119.65,23.29,41.43,123.24,120.57,23.74,39.67,118.73,115.36,24.95,40.81,121.56,118.44,23.6,42.79,122.24,121.79,24.56,39.49,117.67,117.66,24.72,43.66
2026-02-03 13:50:00,125.24,124.62,25.24,41.84,126.01,125.42,24.57,39.11,122.78,120.89,25.64,42.95,125.76,125.82,25.02,40.04,123.51,121.98,23.83,39.59,123.82,119.2,24.13,39.96,121.77,117.4,23.98,44.23,121.95,123.03,24.83,40.45,120.5,117.83,24.4,42.59,118.95,117.61,23.53,41.03
2026-02-03 13:51:00,126.57,128.52,23.7,40.63,124.92,124.45,22.75,42.11,126.68,127.37,25.01,41.24,124.78,124.15,25.04,41.95,124.38,125.3,24.11,40.19,123.27,122.19,23.31,40.06,121.26,119.42,24.9,41.5,118.54,117.04,24.38,41.19,119.65,120.31,24.61,40.02,121.45,121.56,24.69,42.39
2026-02-03 13:52:00,122.59,120.77,24.09,39.7,126.36,124.03,25.19,41.86,121.58,122.55,22.31,38.83,123.4,122.62,23.7,41.78,122.62,118.28,24.79,38.5,120.43,118.84,24.49,41.63,122.29,120.64,24.09,39.95,121.93,117.4,24.27,40.52,120.58,118.69,23.83,40.15,119.63,121.23,25.57,40.79
2026-02-03 13:53:00,125.9,123.66,23.26,43.2,126.92,125.55,24.99,41.17,120.27,117.89,23.76,41.32,124.7,121.08,25.26,42.89,121.23,119.69,24.51,39.89,122.99,119.92,23.78,38.82,122.97,121.37,24.97,41.79,123.26,123.87,25.18,42.39,121.84,120.32,24.64,42.54,118.18,117.44,23.34,40.25
2026-02-03 13:54:00,127.11,120.65,24.93,40.58,127.44,128.85,25.11,40.59,124.2,123.44,24.9,43.28,122.84,119.61,22.57,39.12,124.65,123.09,24.66,39.6,121.38,118.53,24.86,42.39,123.55,121.84,24.25,42.37,124.03,120.04,24.3,41.71,117.64,116.48,24.68,43.1,121.42,118.13,24.78,43.72
2026-02-03 13:55:00,124.68,124.33,24.94,41.96,127.01,126.07,25.43,42.17,123.54,121.72,23.71,40.44,125.53,124.14,23.37,39.22,125.95,123.18,24.56,40.93,120.21,117.84,24.38,41.54,121.96,120.23,23.78,42.53,121.09,117.2,24.33,40.59,121.8,118.27,24.32,42.98,123.3,122.49,24.6,41.72
2026-02-03 13:56:00,127.94,125.49,24.38,39.9,123.46,119.24,24.66,39.26,123.53,122.32,24.76,41.27,121.87,119.37,24.66,41.89,121.09,115.21,25.34,41.64,122.71,122.67,24.01,40.06,118.86,117.12,25.66,40.86,124.26,122.49,24.94,39.71,120.1,118.87,24.52,43.02,120.66,119.46,24.83,41.3
2026-02-03 13:57:00,127.51,128.05,22.5,44.09,124.28,120.51,24.67,40.45,127.25,124.68,24.52,40.78,122.55,121.13,24.21,41.98,122.84,119.17,23.78,40.3,121.34,116.26,24.22,41.77,121.92,120.44,25.44,41.03,120.8,118.41,25.06,42.06,121.2,119.64,24.92,42.26,120.59,120.76,22.46,38.45
2026-02-03 13:58:00,126.73,126.91,25.42,42.22,126.03,121.58,24.55,39.56,124.23,124.51,24.62,43.96,124.65,123.5,24.87,41.59,120.71,120.29,24.21,40.62,120.87,121.31,24.33,41.8,121.95,122.24,24.98,41.13,121.74,118.77,23.63,42.41,118.05,115.87,25.35,42.51,121.05,118.79,25.39,40.96
2026-02-03 13:59:00,127.47,126.48,23.37,43.11,120.96,121.79,24.86,41.7,120.71,120.0,23.83,40.44,122.76,123.17,23.9,39.86,124.21,123.63,23.57,41.68,121.96,121.06,23.89,39.89,123.77,121.21,23.62,40.08,118.87,113.76,24.85,41.12,121.01,123.32,24.04,41.73,118.22,117.29,25.15,42.6
2026-02-03 14:00:00,126.39,125.43,25.2,40.83,125.92,124.06,25.32,39.27,124.15,124.3,23.91,42.44,121.97,120.66,25.71,42.03,120.73,119.61,24.43,42.11,125.33,122.07,24.44,39.02,125.29,122.42,25.01,39.13,122.27,121.0,25.42,41.2,119.15,118.83,25.4,44.69,117.96,113.47,24.34,41.21
2026-02-03 14:01:00,127.28,127.3,24.95,41.76,125.86,125.54,25.94,40.28,120.54,119.74,23.22,38.7,120.28,117.92,24.26,41.74,121.82,122.87,24.97,41.78,121.91,122.7,24.01,41.61,122.06,119.5,23.88,40.83,117.38,116.47,23.76,40.87,121.06,120.84,24.0,41.24,120.92,119.09,25.17,42.06
2026-02-03 14:02:00,127.13,125.36,24.38,40.59,124.42,122.4,24.99,39.29,126.4,124.84,23.59,39.04,123.85,125.48,24.09,41.16,123.29,121.46,23.63,39.56,120.68,119.03,24.8,40.87,119.93,118.03,25.13,39.69,121.01,117.76,23.96,39.96,117.01,121.03,24.47,40.92,118.38,117.81,24.56,40.29
2026-02-03 14:03:00,125.04,125.84,25.24,39.32,125.63,127.11,24.59,43.17,125.32,124.65,24.71,42.64,120.07,118.35,25.5,41.57,122.87,122.99,25.1,40.99,123.78,119.1,24.73,43.45,117.48,118.1,23.56,42.34,122.65,120.68,24.82,41.75,118.23,118.31,24.46,40.25,121.0,117.39,24.54,41.25
2026-02-03 14:04:00,125.27,122.72,24.71,41.52,126.12,128.63,24.12,40.7,124.86,125.5,25.25,41.14,122.32,121.49,23.07,41.67,123.84,123.41,23.84,42.47,125.99,122.47,24.67,40.98,116.88,116.41,23.25,41.5,124.14,121.97,22.13,40.94,121.53,119.61,24.52,41.16,119.51,117.71,25.06,42.24
2026-02-03 14:05:00,124.38,126.47,24.72,42.37,129.46,130.93,24.3,42.32,126.66,122.62,23.91,39.7,123.88,122.24,23.77,41.36,117.32,114.02,23.78,42.07,122.31,121.29,26.01,40.39,122.13,120.74,24.42,40.62,118.03,113.64,25.29,42.47,119.49,118.05,24.2,41.83,119.63,116.25,25.2,40.37
2026-02-03 14:06:00,121.44,120.51,24.66,42.49,122.61,118.95,24.19,40.75,127.22,121.9,25.82,41.59,123.17,118.48,24.54,41.81,125.24,126.23,25.23,41.58,120.99,115.93,25.66,44.38,119.49,119.1,23.58,40.12,118.33,118.44,23.63,42.46,121.85,117.61,24.06,40.13,120.23,119.55,24.56,40.3
2026-02-03 14:07:00,125.39,126.89,24.03,39.03,124.76,127.18,23.42,41.72,123.46,121.03,24.81,41.07,120.36,120.62,24.42,39.53,124.29,124.45,24.51,40.91,120.12,119.53,23.88,41.01,124.84,124.39,24.88,42.38,121.07,117.45,24.55,39.64,123.24,121.08,24.76,40.11,116.59,114.27,25.23,39.27
2026-02-03 14:08:00,126.58,122.72,25.43,40.75,122.27,120.86,24.84,42.43,121.81,121.96,24.88,41.46,123.66,121.2,24.77,43.29,125.31,123.36,24.65,40.0,119.4,117.35,23.86,43.35,119.33,120.04,24.2,41.02,122.45,120.43,24.34,40.15,118.47,117.74,24.71,42.14,121.23,121.93,25.0,41.15
2026-02-03 14:09:00,127.14,127.07,24.25,41.37,127.1,125.99,24.46,39.55,125.39,121.84,24.15,40.12,123.96,123.5,24.76,43.42,118.77,115.72,23.16,41.97,126.03,124.92,24.02,41.87,122.29,120.58,23.68,42.04,119.1,116.06,25.09,40.73,121.63,120.72,25.15,40.4,123.03,121.54,25.28,42.48
2026-02-03 14:10:00,118.81,114.12,25.84,41.8,126.01,126.6,25.12,41.16,120.32,120.13,24.0,38.5,122.46,118.34,24.14,41.69,123.34,122.38,24.23,42.39,120.47,120.14,26.0,41.46,124.99,120.63,25.35,42.86,121.24,120.18,25.33,41.61,120.72,116.88,25.22,43.19,120.28,117.37,24.46,39.36
2026-02-03 14:11:00,127.49,127.38,24.74,40.67,122.65,122.52,24.84,42.9,122.86,121.43,24.42,41.67,122.25,122.44,25.21,39.88,118.35,115.03,24.04,42.03,119.69,117.22,24.91,41.37,122.66,124.63,25.88,41.3,122.19,118.73,24.06,40.1,120.08,117.65,24.71,44.33,118.7,114.65,24.64,40.59
2026-02-03 14:12:00,126.45,126.06,23.8,43.51,126.97,121.84,23.85,41.37,127.17,127.06,24.06,41.07,121.84,122.03,23.35,43.29,121.55,119.46,23.58,40.9,122.31,119.52,25.37,41.9,118.66,116.46,24.61,39.93,118.8,116.17,24.87,40.83,122.35,122.36,24.07,40.68,121.49,118.73,24.41,43.73
2026-02-03 14:13:00,125.67,122.66,25.5,42.82,123.0,122.41,25.12,42.35,121.38,121.49,25.16,42.61,121.88,120.03,25.43,41.7,121.67,122.47,24.49,39.41,118.74,120.06,24.7,41.59,123.15,123.38,24.43,42.61,120.28,117.85,25.95,42.85,121.25,119.15,24.31,43.14,119.09,118.67,24.61,39.79
2026-02-03 14:14:00,124.92,123.21,24.44,39.97,126.32,123.57,22.4,40.03,121.83,118.75,24.46,40.46,120.8,120.71,23.89,41.16,120.95,120.51,24.2,42.63,119.99,119.92,23.8,40.55,123.68,124.48,25.38,40.15,121.88,122.3,24.85,41.21,116.61,114.87,26.1,41.79,121.5,120.88,23.77,41.48
