timestamp,sensor_id,zone,pressure_psi,humidity_percent,temperature_c,is_anomaly,pressure_drop,humidity_change,severity,priority_score,estimated_annual_cost
2026-02-01 03:47:22,P_A_002,Zone_A,112.45,43.17,24.19,True,2.769999999999996,3.5,SMALL,30,156.68
2026-02-01 03:47:23,P_A_002,Zone_A,97.56,34.81,23.41,True,17.659999999999997,11.86,LARGE,100,6368.36
2026-02-01 03:47:24,P_A_002,Zone_A,116.16,41.83,23.69,True,0.0,4.840000000000003,SMALL,30,0.0
2026-02-01 03:47:25,P_A_002,Zone_A,109.79,43.07,22.29,True,5.429999999999993,3.6000000000000014,MEDIUM,60,602.07
2026-02-01 03:47:26,P_A_002,Zone_A,103.27,41.93,24.06,True,11.950000000000003,4.740000000000002,MEDIUM,60,2915.96
2026-02-01 03:47:27,P_A_002,Zone_A,115.09,42.12,23.48,True,0.12999999999999545,4.550000000000004,SMALL,30,0.35
2026-02-01 03:47:28,P_A_002,Zone_A,108.4,37.24,25.02,True,6.819999999999993,9.43,MEDIUM,60,949.76
2026-02-01 03:47:29,P_A_002,Zone_A,112.11,42.1,25.48,True,3.1099999999999994,4.57,SMALL,30,197.5
2026-02-01 03:47:30,P_A_002,Zone_A,116.67,42.48,24.87,True,0.0,4.190000000000005,SMALL,30,0.0
2026-02-01 03:47:31,P_A_002,Zone_A,108.07,42.36,23.1,True,7.150000000000006,4.310000000000002,MEDIUM,60,1043.9
2026-02-01 03:47:32,P_A_002,Zone_A,112.46,41.02,23.29,True,2.760000000000005,5.649999999999999,MEDIUM,60,155.55
2026-02-01 03:47:33,P_A_002,Zone_A,112.3,45.47,24.72,True,2.9200000000000017,1.2000000000000028,SMALL,30,174.11
2026-02-01 03:47:34,P_A_002,Zone_A,104.37,37.43,23.49,True,10.849999999999994,9.240000000000002,MEDIUM,60,2403.84
2026-02-01 03:47:35,P_A_002,Zone_A,114.95,44.45,23.39,True,0.269999999999996,2.219999999999999,SMALL,30,1.49
2026-02-01 03:47:36,P_A_002,Zone_A,103.37,37.93,23.91,True,11.849999999999994,8.740000000000002,MEDIUM,60,2867.37
2026-02-01 03:47:37,P_A_002,Zone_A,117.03,42.72,22.47,True,0.0,3.950000000000003,SMALL,30,0.0
2026-02-01 03:47:38,P_A_002,Zone_A,106.5,38.06,24.28,True,8.719999999999999,8.61,MEDIUM,60,1552.67
2026-02-01 03:47:39,P_A_002,Zone_A,112.74,42.89,23.77,True,2.480000000000004,3.780000000000001,SMALL,30,125.59
2026-02-01 03:47:40,P_A_002,Zone_A,115.98,41.64,23.75,True,0.0,5.030000000000001,MEDIUM,60,0.0
2026-02-01 03:47:41,P_A_002,Zone_A,110.57,40.7,23.17,True,4.650000000000006,5.969999999999999,MEDIUM,60,441.52
2026-02-01 03:47:42,P_A_002,Zone_A,112.23,42.91,26.12,True,2.989999999999995,3.760000000000005,SMALL,30,182.55
2026-02-01 03:47:43,P_A_002,Zone_A,112.7,42.5,21.99,True,2.519999999999996,4.170000000000002,SMALL,30,129.67
2026-02-01 03:47:44,P_A_002,Zone_A,102.55,38.62,22.02,True,12.670000000000002,8.050000000000004,MEDIUM,60,3277.93
2026-02-01 03:47:45,P_A_002,Zone_A,102.81,41.71,22.44,True,12.409999999999997,4.960000000000001,MEDIUM,60,3144.78
2026-02-01 03:47:46,P_A_002,Zone_A,108.79,40.45,24.88,True,6.429999999999993,6.219999999999999,MEDIUM,60,844.24
2026-02-01 03:47:47,P_A_002,Zone_A,88.89,35.87,24.09,True,26.33,10.800000000000004,LARGE,100,14156.25
2026-02-01 03:47:48,P_A_002,Zone_A,112.42,45.17,23.75,True,2.799999999999997,1.5,SMALL,30,160.09
2026-02-01 03:47:49,P_A_002,Zone_A,113.39,46.15,23.98,True,1.8299999999999983,0.5200000000000031,SMALL,30,68.38
2026-02-01 03:47:50,P_A_002,Zone_A,111.51,44.58,22.77,True,3.7099999999999937,2.0900000000000034,SMALL,30,281.06
2026-02-01 03:47:51,P_A_002,Zone_A,113.09,45.27,23.27,True,2.1299999999999955,1.3999999999999986,SMALL,30,92.64
2026-02-01 03:47:52,P_A_002,Zone_A,92.28,32.06,21.82,True,22.939999999999998,14.61,LARGE,100,10745.66
2026-02-01 03:47:53,P_A_002,Zone_A,112.7,41.75,22.67,True,2.519999999999996,4.920000000000002,SMALL,30,129.67
2026-02-01 03:47:54,P_A_002,Zone_A,113.41,42.47,23.21,True,1.8100000000000023,4.200000000000003,SMALL,30,66.9
2026-02-01 03:47:55,P_A_002,Zone_A,108.17,39.0,22.78,True,7.049999999999997,7.670000000000002,MEDIUM,60,1014.9
2026-02-01 03:47:56,P_A_002,Zone_A,103.65,36.84,24.47,True,11.569999999999993,9.829999999999998,MEDIUM,60,2733.46
2026-02-01 03:47:57,P_A_002,Zone_A,88.72,34.3,22.61,True,26.5,12.370000000000005,LARGE,100,14339.64
2026-02-01 03:47:58,P_A_002,Zone_A,110.45,44.93,23.47,True,4.769999999999996,1.740000000000002,SMALL,30,464.6
2026-02-01 03:47:59,P_A_002,Zone_A,105.24,38.01,23.04,True,9.980000000000004,8.660000000000004,MEDIUM,60,2033.8
2026-02-01 03:48:00,P_A_002,Zone_A,104.19,40.7,22.41,True,11.030000000000001,5.969999999999999,MEDIUM,60,2484.26
2026-02-01 03:48:01,P_A_002,Zone_A,113.63,43.46,22.04,True,1.5900000000000034,3.210000000000001,SMALL,30,51.62
2026-02-01 03:48:02,P_A_002,Zone_A,93.65,33.2,22.37,True,21.569999999999993,13.469999999999999,LARGE,100,9500.5
2026-02-01 03:48:03,P_A_002,Zone_A,102.0,39.53,24.92,True,13.219999999999999,7.140000000000001,MEDIUM,60,3568.69
2026-02-01 03:48:04,P_A_002,Zone_A,104.17,41.54,23.45,True,11.049999999999997,5.130000000000003,MEDIUM,60,2493.28
2026-02-01 03:48:05,P_A_002,Zone_A,106.9,38.27,25.33,True,8.319999999999993,8.399999999999999,MEDIUM,60,1413.49
2026-02-01 03:48:06,P_A_002,Zone_A,113.02,41.08,24.65,True,2.200000000000003,5.590000000000003,MEDIUM,60,98.83
2026-02-01 03:48:07,P_A_002,Zone_A,113.94,45.39,23.45,True,1.2800000000000011,1.2800000000000011,SMALL,30,33.46
2026-02-01 03:48:08,P_A_002,Zone_A,113.11,38.02,24.34,True,2.1099999999999994,8.649999999999999,MEDIUM,60,90.91
2026-02-01 03:48:09,P_A_002,Zone_A,114.14,44.76,24.2,True,1.0799999999999983,1.9100000000000037,SMALL,30,23.82
2026-02-01 03:48:10,P_A_002,Zone_A,114.72,42.0,23.71,True,0.5,4.670000000000002,SMALL,30,5.1
2026-02-01 03:48:11,P_A_002,Zone_A,104.0,37.55,22.82,True,11.219999999999999,9.120000000000005,MEDIUM,60,2570.59
2026-02-01 03:48:12,P_A_002,Zone_A,112.46,42.14,23.91,True,2.760000000000005,4.530000000000001,SMALL,30,155.55
2026-02-01 03:48:13,P_A_002,Zone_A,112.79,44.45,25.14,True,2.4299999999999926,2.219999999999999,SMALL,30,120.58
2026-02-01 03:48:14,P_A_002,Zone_A,107.85,41.27,23.41,True,7.3700000000000045,5.399999999999999,MEDIUM,60,1109.13
2026-02-01 03:48:15,P_A_002,Zone_A,110.79,43.97,23.69,True,4.429999999999993,2.700000000000003,SMALL,30,400.73
2026-02-01 03:48:16,P_A_002,Zone_A,109.26,44.02,24.39,True,5.959999999999994,2.6499999999999986,MEDIUM,60,725.34
2026-02-01 03:48:17,P_A_002,Zone_A,102.81,38.29,25.22,True,12.409999999999997,8.380000000000003,MEDIUM,60,3144.78
2026-02-01 03:48:18,P_A_002,Zone_A,111.92,44.61,24.37,True,3.299999999999997,2.0600000000000023,SMALL,30,222.37
2026-02-01 03:48:19,P_A_002,Zone_A,93.67,34.92,24.91,True,21.549999999999997,11.75,LARGE,100,9482.89
2026-02-01 03:48:20,P_A_002,Zone_A,109.82,40.05,24.04,True,5.400000000000006,6.6200000000000045,MEDIUM,60,595.43
2026-02-01 03:48:21,P_A_002,Zone_A,84.98,32.43,26.27,True,30.239999999999995,14.240000000000002,LARGE,100,18672.82
2026-02-01 03:48:22,P_A_002,Zone_A,115.43,43.76,24.34,True,0.0,2.9100000000000037,SMALL,30,0.0
2026-02-01 03:48:23,P_A_002,Zone_A,99.59,39.23,24.0,True,15.629999999999995,7.440000000000005,LARGE,100,4988.44
2026-02-01 03:48:24,P_A_002,Zone_A,90.04,33.93,24.02,True,25.179999999999993,12.740000000000002,LARGE,100,12946.66
2026-02-01 03:48:25,P_A_002,Zone_A,113.32,43.97,24.47,True,1.9000000000000057,2.700000000000003,SMALL,30,73.71
2026-02-01 03:48:26,P_A_002,Zone_A,111.04,41.66,24.67,True,4.179999999999993,5.010000000000005,MEDIUM,60,356.78
2026-02-01 03:48:27,P_A_002,Zone_A,118.97,43.53,22.53,True,0.0,3.1400000000000006,SMALL,30,0.0
2026-02-01 03:48:28,P_A_002,Zone_A,97.23,31.7,23.87,True,17.989999999999995,14.970000000000002,LARGE,100,6608.59
2026-02-01 03:48:29,P_A_002,Zone_A,115.11,45.33,25.2,True,0.10999999999999943,1.3400000000000034,SMALL,30,0.25
2026-02-01 03:48:30,P_A_002,Zone_A,112.98,44.68,24.59,True,2.239999999999995,1.990000000000002,SMALL,30,102.46
2026-02-01 03:48:31,P_A_002,Zone_A,106.17,38.2,24.4,True,9.049999999999997,8.469999999999999,MEDIUM,60,1672.41
2026-02-01 03:48:32,P_A_002,Zone_A,94.9,33.69,24.34,True,20.319999999999993,12.980000000000004,LARGE,100,8431.29
2026-02-01 03:48:33,P_A_002,Zone_A,112.36,41.6,24.57,True,2.8599999999999994,5.07,MEDIUM,60,167.02
2026-02-01 03:48:34,P_A_002,Zone_A,112.85,43.55,23.27,True,2.3700000000000045,3.1200000000000045,SMALL,30,114.69
2026-02-01 03:48:35,P_A_002,Zone_A,103.48,41.02,23.71,True,11.739999999999995,5.649999999999999,MEDIUM,60,2814.38
2026-02-01 03:48:36,P_A_002,Zone_A,114.08,42.41,23.37,True,1.1400000000000006,4.260000000000005,SMALL,30,26.54
2026-02-01 03:48:37,P_A_002,Zone_A,104.18,38.76,23.46,True,11.039999999999992,7.910000000000004,MEDIUM,60,2488.77
2026-02-01 03:48:38,P_A_002,Zone_A,104.66,38.37,22.65,True,10.560000000000002,8.300000000000004,MEDIUM,60,2277.06
2026-02-01 03:48:39,P_A_002,Zone_A,108.87,42.21,25.97,True,6.349999999999994,4.460000000000001,MEDIUM,60,823.37
2026-02-01 03:48:40,P_A_002,Zone_A,111.31,43.72,22.66,True,3.9099999999999966,2.950000000000003,SMALL,30,312.18
2026-02-01 03:48:41,P_A_002,Zone_A,103.63,39.91,23.3,True,11.590000000000003,6.760000000000005,MEDIUM,60,2742.92
2026-02-01 03:48:42,P_A_002,Zone_A,107.84,45.43,23.82,True,7.3799999999999955,1.240000000000002,MEDIUM,60,1112.14
2026-02-01 03:48:43,P_A_002,Zone_A,105.84,39.51,23.79,True,9.379999999999995,7.160000000000004,MEDIUM,60,1796.6
2026-02-01 03:48:44,P_A_002,Zone_A,108.44,39.29,22.19,True,6.780000000000001,7.380000000000003,MEDIUM,60,938.65
2026-02-01 03:48:45,P_A_002,Zone_A,107.31,40.45,22.35,True,7.909999999999997,6.219999999999999,MEDIUM,60,1277.61
2026-02-01 03:48:46,P_A_002,Zone_A,113.46,41.22,21.91,True,1.7600000000000051,5.450000000000003,MEDIUM,60,63.25
2026-02-01 03:48:47,P_A_002,Zone_A,112.16,40.9,23.41,True,3.0600000000000023,5.770000000000003,MEDIUM,60,191.2
2026-02-01 03:48:48,P_A_002,Zone_A,113.22,43.93,22.69,True,2.0,2.740000000000002,SMALL,30,81.68
2026-02-01 03:48:49,P_A_002,Zone_A,109.95,41.61,24.9,True,5.269999999999996,5.060000000000002,MEDIUM,60,567.11
2026-02-01 03:48:50,P_A_002,Zone_A,112.06,42.05,23.92,True,3.1599999999999966,4.6200000000000045,SMALL,30,203.9
2026-02-01 03:48:51,P_A_002,Zone_A,113.46,45.86,23.29,True,1.7600000000000051,0.8100000000000023,SMALL,30,63.25
2026-02-01 03:48:52,P_A_002,Zone_A,102.12,37.97,23.23,True,13.099999999999994,8.700000000000003,MEDIUM,60,3504.2
2026-02-01 03:48:53,P_A_002,Zone_A,111.09,43.6,24.75,True,4.1299999999999955,3.0700000000000003,SMALL,30,348.29
2026-02-01 03:48:54,P_A_002,Zone_A,91.95,32.69,23.96,True,23.269999999999996,13.980000000000004,LARGE,100,11057.05
2026-02-01 03:48:55,P_A_002,Zone_A,100.72,40.93,22.96,True,14.5,5.740000000000002,MEDIUM,60,4293.21
2026-02-01 03:48:56,P_A_002,Zone_A,111.41,38.67,23.88,True,3.8100000000000023,8.0,MEDIUM,60,296.41
2026-02-01 03:48:57,P_A_002,Zone_A,115.57,42.17,24.49,True,0.0,4.5,SMALL,30,0.0
2026-02-01 03:48:58,P_A_002,Zone_A,116.7,41.87,24.31,True,0.0,4.800000000000004,SMALL,30,0.0
2026-02-01 03:48:59,P_A_002,Zone_A,107.8,45.36,22.97,True,7.420000000000002,1.3100000000000023,MEDIUM,60,1124.23
2026-02-01 03:49:00,P_A_002,Zone_A,109.85,43.11,23.45,True,5.3700000000000045,3.5600000000000023,MEDIUM,60,588.84
2026-02-01 03:49:01,P_A_002,Zone_A,119.24,43.22,22.3,True,0.0,3.450000000000003,SMALL,30,0.0
2026-02-01 03:49:02,P_A_002,Zone_A,114.76,42.97,22.78,True,0.45999999999999375,3.700000000000003,SMALL,30,4.32
2026-02-01 03:49:03,P_A_002,Zone_A,111.32,43.22,22.94,True,3.9000000000000057,3.450000000000003,SMALL,30,310.58
2026-02-01 03:49:04,P_A_002,Zone_A,117.68,41.47,23.75,True,0.0,5.200000000000003,MEDIUM,60,0.0
2026-02-01 03:49:05,P_A_002,Zone_A,100.73,38.77,24.96,True,14.489999999999995,7.899999999999999,MEDIUM,60,4287.29
2026-02-01 03:49:06,P_A_002,Zone_A,110.14,44.75,22.98,True,5.079999999999998,1.9200000000000017,MEDIUM,60,526.96
2026-02-01 03:49:07,P_A_002,Zone_A,101.89,39.7,25.87,True,13.329999999999998,6.969999999999999,MEDIUM,60,3628.33
2026-02-01 03:49:08,P_A_002,Zone_A,93.79,32.51,23.12,True,21.429999999999993,14.160000000000004,LARGE,100,9377.58
2026-02-01 03:49:09,P_A_002,Zone_A,105.06,39.15,23.86,True,10.159999999999997,7.520000000000003,MEDIUM,60,2107.82
2026-02-01 03:49:10,P_A_002,Zone_A,111.51,43.55,23.07,True,3.7099999999999937,3.1200000000000045,SMALL,30,281.06
2026-02-01 03:49:11,P_A_002,Zone_A,101.42,37.16,23.66,True,13.799999999999997,9.510000000000005,MEDIUM,60,3888.7
2026-02-01 03:49:12,P_A_002,Zone_A,106.21,36.25,23.96,True,9.010000000000005,10.420000000000002,LARGE,100,1657.66
2026-02-01 03:49:13,P_A_002,Zone_A,113.0,42.67,23.33,True,2.219999999999999,4.0,SMALL,30,100.64
2026-02-01 03:49:14,P_A_002,Zone_A,110.64,37.39,24.06,True,4.579999999999998,9.280000000000001,MEDIUM,60,428.33
2026-02-01 03:49:15,P_A_002,Zone_A,114.03,43.89,24.59,True,1.1899999999999977,2.780000000000001,SMALL,30,28.92
2026-02-01 03:49:16,P_A_002,Zone_A,114.45,41.86,22.6,True,0.769999999999996,4.810000000000002,SMALL,30,12.11
2026-02-01 03:49:17,P_A_002,Zone_A,107.32,45.27,24.04,True,7.900000000000006,1.3999999999999986,MEDIUM,60,1274.38
2026-02-01 03:49:18,P_A_002,Zone_A,111.06,44.0,22.63,True,4.159999999999997,2.6700000000000017,SMALL,30,353.37
2026-02-01 03:49:19,P_A_002,Zone_A,111.39,41.61,20.5,True,3.8299999999999983,5.060000000000002,MEDIUM,60,299.53
2026-02-01 03:49:20,P_A_002,Zone_A,110.75,42.93,23.54,True,4.469999999999999,3.740000000000002,SMALL,30,408.0
2026-02-01 03:49:21,P_A_002,Zone_A,102.26,37.41,23.53,True,12.959999999999994,9.260000000000005,MEDIUM,60,3429.7
2026-02-01 03:49:22,P_A_002,Zone_A,114.61,43.56,23.99,True,0.6099999999999994,3.1099999999999994,SMALL,30,7.6
2026-02-01 03:49:23,P_A_002,Zone_A,116.45,43.78,23.43,True,0.0,2.8900000000000006,SMALL,30,0.0
2026-02-01 03:49:24,P_A_002,Zone_A,111.31,41.81,24.01,True,3.9099999999999966,4.859999999999999,SMALL,30,312.18
2026-02-01 03:49:25,P_A_002,Zone_A,112.81,43.72,23.11,True,2.4099999999999966,2.950000000000003,SMALL,30,118.6
2026-02-01 03:49:26,P_A_002,Zone_A,99.6,34.7,22.89,True,15.620000000000005,11.969999999999999,LARGE,100,4982.05
2026-02-01 03:49:27,P_A_002,Zone_A,115.08,42.13,22.21,True,0.14000000000000057,4.539999999999999,SMALL,30,0.4
2026-02-01 03:49:28,P_A_002,Zone_A,113.26,46.1,23.08,True,1.9599999999999937,0.5700000000000003,SMALL,30,78.44
2026-02-01 03:49:29,P_A_002,Zone_A,106.16,39.27,23.62,True,9.060000000000002,7.399999999999999,MEDIUM,60,1676.11
2026-02-01 03:49:30,P_A_002,Zone_A,108.38,44.56,23.53,True,6.840000000000003,2.1099999999999994,MEDIUM,60,955.34
2026-02-01 03:49:31,P_A_002,Zone_A,110.07,40.34,24.14,True,5.150000000000006,6.329999999999998,MEDIUM,60,541.58
2026-02-01 03:49:32,P_A_002,Zone_A,112.16,42.41,21.84,True,3.0600000000000023,4.260000000000005,SMALL,30,191.2
2026-02-01 03:49:33,P_A_002,Zone_A,104.35,37.43,23.11,True,10.870000000000005,9.240000000000002,MEDIUM,60,2412.71
2026-02-01 03:49:34,P_A_002,Zone_A,110.88,44.31,23.14,True,4.340000000000003,2.3599999999999994,SMALL,30,384.61
2026-02-01 03:49:35,P_A_002,Zone_A,109.52,40.86,23.08,True,5.700000000000003,5.810000000000002,MEDIUM,60,663.43
2026-02-01 03:49:36,P_A_002,Zone_A,85.89,33.76,24.21,True,29.33,12.910000000000004,LARGE,100,17565.9
2026-02-01 03:49:37,P_A_002,Zone_A,102.48,36.86,22.97,True,12.739999999999995,9.810000000000002,MEDIUM,60,3314.25
2026-02-01 03:49:38,P_A_002,Zone_A,85.87,36.14,24.64,True,29.349999999999994,10.530000000000001,LARGE,100,17589.87
2026-02-01 03:49:39,P_A_002,Zone_A,113.0,44.55,22.47,True,2.219999999999999,2.1200000000000045,SMALL,30,100.64
2026-02-01 03:49:40,P_A_002,Zone_A,108.2,41.7,24.79,True,7.019999999999996,4.969999999999999,MEDIUM,60,1006.28
2026-02-01 03:49:41,P_A_002,Zone_A,112.04,43.05,23.45,True,3.1799999999999926,3.6200000000000045,SMALL,30,206.49
2026-02-01 03:49:42,P_A_002,Zone_A,105.11,42.39,22.13,True,10.11,4.280000000000001,MEDIUM,60,2087.13
2026-02-01 03:49:43,P_A_002,Zone_A,114.2,43.27,23.93,True,1.019999999999996,3.3999999999999986,SMALL,30,21.24
2026-02-01 03:49:44,P_A_002,Zone_A,100.65,33.1,23.66,True,14.569999999999993,13.57,LARGE,100,4334.76
2026-02-01 03:49:45,P_A_002,Zone_A,112.37,43.6,23.74,True,2.8499999999999943,3.0700000000000003,SMALL,30,165.86
2026-02-01 03:49:46,P_A_002,Zone_A,107.3,40.81,25.27,True,7.920000000000002,5.859999999999999,MEDIUM,60,1280.85
2026-02-01 03:49:47,P_A_002,Zone_A,105.92,38.17,22.43,True,9.299999999999997,8.5,MEDIUM,60,1766.09
2026-02-01 03:49:48,P_A_002,Zone_A,111.87,42.88,20.84,True,3.3499999999999943,3.789999999999999,SMALL,30,229.16
2026-02-01 03:49:49,P_A_002,Zone_A,111.66,41.31,25.0,True,3.5600000000000023,5.359999999999999,MEDIUM,60,258.79
2026-02-01 03:49:50,P_A_002,Zone_A,116.27,42.74,24.39,True,0.0,3.9299999999999997,SMALL,30,0.0
2026-02-01 03:49:51,P_A_002,Zone_A,114.74,42.66,22.47,True,0.480000000000004,4.010000000000005,SMALL,30,4.7
2026-02-01 03:49:52,P_A_002,Zone_A,112.44,45.02,25.16,True,2.780000000000001,1.6499999999999986,SMALL,30,157.81
2026-02-01 03:49:53,P_A_002,Zone_A,105.69,38.18,24.06,True,9.530000000000001,8.490000000000002,MEDIUM,60,1854.52
2026-02-01 03:49:54,P_A_002,Zone_A,109.45,43.6,25.17,True,5.769999999999996,3.0700000000000003,MEDIUM,60,679.83
2026-02-01 03:49:55,P_A_002,Zone_A,114.27,42.15,24.38,True,0.9500000000000028,4.520000000000003,SMALL,30,18.43
2026-02-01 03:49:56,P_A_002,Zone_A,102.17,39.17,23.49,True,13.049999999999997,7.5,MEDIUM,60,3477.5
2026-02-01 03:49:57,P_A_002,Zone_A,115.99,43.11,23.27,True,0.0,3.5600000000000023,SMALL,30,0.0
2026-02-01 03:49:58,P_A_002,Zone_A,114.58,42.89,22.38,True,0.6400000000000006,3.780000000000001,SMALL,30,8.36
2026-02-01 03:49:59,P_A_002,Zone_A,112.08,36.45,22.51,True,3.1400000000000006,10.219999999999999,LARGE,100,201.33
2026-02-01 03:50:00,P_A_002,Zone_A,110.84,43.37,21.25,True,4.3799999999999955,3.3000000000000043,SMALL,30,391.74
2026-02-01 03:50:01,P_A_002,Zone_A,113.21,43.46,23.27,True,2.010000000000005,3.210000000000001,SMALL,30,82.5
2026-02-01 03:50:02,P_A_002,Zone_A,113.2,43.28,21.04,True,2.019999999999996,3.3900000000000006,SMALL,30,83.32
2026-02-01 03:50:03,P_A_002,Zone_A,99.15,38.3,23.53,True,16.069999999999993,8.370000000000005,LARGE,100,5273.25
2026-02-01 03:50:04,P_A_002,Zone_A,110.42,40.69,23.28,True,4.799999999999997,5.980000000000004,MEDIUM,60,470.47
2026-02-01 03:50:05,P_A_002,Zone_A,110.04,39.26,23.02,True,5.179999999999993,7.410000000000004,MEDIUM,60,547.91
2026-02-01 03:50:06,P_A_002,Zone_A,112.24,38.93,25.11,True,2.980000000000004,7.740000000000002,MEDIUM,60,181.33
2026-02-01 03:50:07,P_A_002,Zone_A,112.17,42.3,22.22,True,3.049999999999997,4.3700000000000045,SMALL,30,189.95
2026-02-01 03:50:08,P_A_002,Zone_A,96.51,32.75,23.38,True,18.709999999999994,13.920000000000002,LARGE,100,7148.15
2026-02-01 03:50:09,P_A_002,Zone_A,112.5,42.82,23.76,True,2.719999999999999,3.8500000000000014,SMALL,30,151.07
2026-02-01 03:50:10,P_A_002,Zone_A,109.97,42.93,25.08,True,5.25,3.740000000000002,MEDIUM,60,562.81
2026-02-01 03:50:11,P_A_002,Zone_A,111.4,41.38,24.11,True,3.819999999999993,5.289999999999999,MEDIUM,60,297.97
2026-02-01 03:50:12,P_A_002,Zone_A,111.12,44.21,23.6,True,4.099999999999994,2.460000000000001,SMALL,30,343.25
2026-02-01 03:50:13,P_A_002,Zone_A,113.02,43.88,24.05,True,2.200000000000003,2.789999999999999,SMALL,30,98.83
2026-02-01 03:50:14,P_A_002,Zone_A,115.35,44.43,24.12,True,0.0,2.240000000000002,SMALL,30,0.0
2026-02-01 03:50:15,P_A_002,Zone_A,110.84,41.62,22.77,True,4.3799999999999955,5.050000000000004,MEDIUM,60,391.74
2026-02-01 03:50:16,P_A_002,Zone_A,112.87,41.04,21.82,True,2.3499999999999943,5.630000000000003,MEDIUM,60,112.77
2026-02-01 03:50:17,P_A_002,Zone_A,112.07,43.81,23.27,True,3.1500000000000057,2.8599999999999994,SMALL,30,202.61
2026-02-01 03:50:18,P_A_002,Zone_A,106.76,39.65,23.82,True,8.459999999999994,7.020000000000003,MEDIUM,60,1461.46
2026-02-01 03:50:19,P_A_002,Zone_A,108.98,41.94,22.86,True,6.239999999999995,4.730000000000004,MEDIUM,60,795.09
2026-02-01 03:50:20,P_A_002,Zone_A,104.74,40.95,22.02,True,10.480000000000004,5.719999999999999,MEDIUM,60,2242.69
2026-02-01 03:50:21,P_A_002,Zone_A,111.46,42.28,22.15,True,3.760000000000005,4.390000000000001,SMALL,30,288.68
2026-02-01 03:50:22,P_A_002,Zone_A,112.64,43.53,23.41,True,2.5799999999999983,3.1400000000000006,SMALL,30,135.92
2026-02-01 03:50:23,P_A_002,Zone_A,114.83,43.29,24.1,True,0.39000000000000057,3.3800000000000026,SMALL,30,3.11
2026-02-01 03:50:24,P_A_002,Zone_A,111.45,43.86,24.25,True,3.769999999999996,2.8100000000000023,SMALL,30,290.22
2026-02-01 03:50:25,P_A_002,Zone_A,103.21,43.48,25.97,True,12.010000000000005,3.190000000000005,MEDIUM,60,2945.32
2026-02-01 03:50:26,P_A_002,Zone_A,96.18,33.29,23.65,True,19.039999999999992,13.380000000000003,LARGE,100,7402.53
2026-02-01 03:50:27,P_A_002,Zone_A,112.22,39.52,23.86,True,3.0,7.149999999999999,MEDIUM,60,183.78
2026-02-01 03:50:28,P_A_002,Zone_A,110.96,37.31,22.09,True,4.260000000000005,9.36,MEDIUM,60,370.57
2026-02-01 03:50:29,P_A_002,Zone_A,109.45,37.67,23.33,True,5.769999999999996,9.0,MEDIUM,60,679.83
2026-02-01 03:50:30,P_A_002,Zone_A,116.62,41.28,23.03,True,0.0,5.390000000000001,MEDIUM,60,0.0
2026-02-01 03:50:31,P_A_002,Zone_A,106.8,42.65,22.89,True,8.420000000000002,4.020000000000003,MEDIUM,60,1447.67
2026-02-01 03:50:32,P_A_002,Zone_A,109.4,45.26,23.52,True,5.819999999999993,1.4100000000000037,MEDIUM,60,691.66
2026-02-01 03:50:33,P_A_002,Zone_A,113.18,44.0,22.64,True,2.039999999999992,2.6700000000000017,SMALL,30,84.98
2026-02-01 03:50:34,P_A_002,Zone_A,112.2,38.16,23.02,True,3.019999999999996,8.510000000000005,MEDIUM,60,186.23
2026-02-01 03:50:35,P_A_002,Zone_A,115.34,44.27,22.49,True,0.0,2.3999999999999986,SMALL,30,0.0
2026-02-01 03:50:36,P_A_002,Zone_A,114.52,44.77,23.0,True,0.7000000000000028,1.8999999999999986,SMALL,30,10.01
2026-02-01 03:50:37,P_A_002,Zone_A,99.97,40.58,24.66,True,15.25,6.090000000000003,LARGE,100,4748.82
2026-02-01 03:50:38,P_A_002,Zone_A,113.39,46.1,22.51,True,1.8299999999999983,0.5700000000000003,SMALL,30,68.38
2026-02-01 03:50:39,P_A_002,Zone_A,107.38,39.94,24.17,True,7.840000000000003,6.730000000000004,MEDIUM,60,1255.1
2026-02-01 03:50:40,P_A_002,Zone_A,105.01,39.59,24.72,True,10.209999999999994,7.079999999999998,MEDIUM,60,2128.62
2026-02-01 03:50:41,P_A_002,Zone_A,101.39,35.23,24.73,True,13.829999999999998,11.440000000000005,LARGE,100,3905.63
2026-02-01 03:50:42,P_A_002,Zone_A,91.38,34.97,24.34,True,23.840000000000003,11.700000000000003,LARGE,100,11605.37
2026-02-01 03:50:43,P_A_002,Zone_A,112.49,41.92,23.35,True,2.730000000000004,4.75,SMALL,30,152.18
2026-02-01 03:50:44,P_A_002,Zone_A,109.12,43.32,21.44,True,6.099999999999994,3.3500000000000014,MEDIUM,60,759.81
2026-02-01 03:50:45,P_A_002,Zone_A,113.62,45.15,23.13,True,1.5999999999999943,1.5200000000000031,SMALL,30,52.27
2026-02-01 03:50:46,P_A_002,Zone_A,106.59,39.54,24.17,True,8.629999999999995,7.130000000000003,MEDIUM,60,1520.79
2026-02-01 03:50:47,P_A_002,Zone_A,114.32,43.08,22.31,True,0.9000000000000057,3.5900000000000034,SMALL,30,16.54
2026-02-01 03:50:48,P_A_002,Zone_A,105.03,39.49,23.8,True,10.189999999999998,7.18,MEDIUM,60,2120.29
2026-02-01 03:50:49,P_A_002,Zone_A,110.51,37.83,22.16,True,4.709999999999994,8.840000000000003,MEDIUM,60,452.99
